,movie,bechdel_pass
3601,percyjackson&theolympiansthelightningthief,1
3602,theperfecthost,0
3603,petesmallsisdead,0
3604,pinksaris,1
3605,theplaceinbetween,1
3606,pleasegive,1
3607,poetry,1
3608,postmortem,0
3609,potiche,1
3610,predators,0
3611,predicament,0
3612,prettylittleliars,1
3613,princeofpersiathesandsoftime,0
3614,ruthere,0
3615,rabbithole,1
3616,ramayanatheepic,0
3617,ramonaandbeezus,1
3618,rareexports,0
3619,red,0
3620,redwerewolfhunter,1
3621,thereef,0
3622,rememberme,1
3623,repomen,1
3624,residentevilafterlife,1
3625,restrepo,0
3626,revengeofthebridesmaids,1
3627,revengealovestory,0
3628,robinhood,1
3629,theromantics,1
3630,roominrome,1
3631,rubber,1
3632,therunaways,1
3633,salt,1
3634,sasha,0
3635,scooby-doo!campscare,1
3636,scoreahockeymusical,0
3637,scottpilgrimvs.theworld,1
3638,secretariat,1
3639,secuestrados,1
3640,senna,0
3641,sexandthecity2,1
3642,shelter,1
3643,shrekforeverafter,0
3644,theshrine,1
3645,shutterisland,0
3646,simplesimon,0
3647,skeletons,1
3648,skyline,1
3649,smalltownmurdersongs,1
3650,snabbacash,0
3651,thesocialnetwork,0
3652,somewhere,1
3653,thesorcerer'sapprentice,0
3654,soundofnoise,0
3655,spacedogs,1
3656,spiderhole,1
3657,thespynextdoor,1
3658,stakeland,0
3659,standingovation,1
3660,steamoflife,0
3661,stepup3d,1
3662,stonehengeapocalypse,1
3663,submarine,0
3664,submarino,0
3665,super,0
3666,superman/batmanapocalypse,1
3667,surelysomeday,0
3668,theswitch,0
3669,takers,0
3670,tangled,1
3671,tekken,0
3672,thetempest,1
3673,templegrandin,1
3674,thirdstar,0
3675,timetraveller(tokiokakerushojo),1
3676,tinkerbellandthegreatfairyrescue,1
3677,tinyfurniture,1
3678,titanicii,1
3679,tomorrowwhenthewarbegan,1
3680,thetourist,0
3681,thetown,0
3682,toystory3,1
3683,transfer,1
3684,trigger,1
3685,thetrip,0
3686,tripledog,1
3687,trollhunter,0
3688,tronlegacy,0
3689,truegrit,1
3690,tuckeranddalevsevil,1
3691,turbulentskies,1
3692,twelvethirty,1
3693,thetwilightsagaeclipse,1
3694,unahoramasencanarias,1
3695,uncleboonmeewhocanrecallhispastlives,1
3696,uneviedechat,1
3697,unstoppable,1
3698,valentine'sday,1
3699,valkaama,0
3700,vanishingon7thstreet,0
3701,vivariva!,1
3702,wallstreetmoneyneversleeps,1
3703,theward,1
3704,thewayback,0
3705,theway,0
3706,wearethenight(wirsinddienacht),1
3707,welcometotherileys,1
3708,westiswest,1
3709,wheninrome,1
3710,thewhistleblower,1
3711,whoweare,0
3712,wildtarget,0
3713,winter'sbone,1
3714,thewolfman,0
3715,womb,1
3716,thewomenonthe6thfloor,1
3717,wrecked,0
3718,xxxholicro,1
3719,yellowbrickroad,1
3720,yogibear,0
3721,youagain,1
3722,youwillmeetatalldarkstranger,1
3723,yu-gi-oh!3dbondsbeyondtime,0
3724,"""chessinconcert""",0
3725,(500)daysofsummer,0
3726,(untitled),0
3727,1,1
3728,12menofchristmas,1
3729,17again,1
3730,2012,0
3731,3idiots,0
3732,44inchchest,0
3733,9,0
3734,aperfectgetaway,1
3735,aprophet(unprophete),0
3736,aseriousman,0
3737,asingleman,0
3738,atowncalledpanic,0
3739,aboutelly,1
3740,accidentshappen,1
3741,accordingtogreta,1
3742,adam,0
3743,adventureland,1
3744,after.life,0
3745,agora,0
3746,airdoll,0
3747,ajami,0
3748,albinofarm,1
3749,alice,1
3750,aliensintheattic,1
3751,allaboutsteve,1
3752,amelia,1
3753,aneducation,1
3754,andthencamelola,1
3755,angels&demons,0
3756,antichrist,0
3757,armored,0
3758,theassassinnextdoor,1
3759,astroboy,1
3760,attackonleningrad,1
3761,avatar,1
3762,awaywego,1
3763,awaydays,0
3764,thebadlieutenantportofcall-neworleans,1
3765,beautifulkate,1
3766,beeswax,1
3767,bigfont.largespacing,1
3768,bitchslap,1
3769,blackdynamite,0
3770,theblindside,0
3771,bloodthelastvampire,1
3772,theboatthatrocked,1
3773,theboondocksaintsiiallsaintsday,0
3774,thebox,1
3775,brüno,0
3776,brannuedae,0
3777,breakingupwards,1
3778,bridewars,1
3779,briefinterviewswithhideousmen,0
3780,brightstar,1
3781,bringitonfighttothefinish,1
3782,brokenembraces,1
3783,brooklyn'sfinest,0
3784,brothers,1
3785,butterbeidiefische,1
3786,cmedance,1
3787,cairotime,1
3788,capitalismalovestory,0
3789,cargo,1
3790,carriers,1
3791,case39,1
3792,celda211,0
3793,cherrybomb,0
3794,childrenofthecorn,0
3795,chloe,1
3796,chohatsudaikaijugehara,0
3797,thecityofyourfinaldestination,1
3798,cloudywithachanceofmeatballs,0
3799,cocoavantchanel,1
3800,cocochanel&igorstravinsky,0
3801,coldsouls,0
3802,theconcert,0
3803,confessionsofashopaholic,1
3804,cookingwithstella,1
3805,coraline,1
3806,cosmonauta,1
3807,cracks,1
3808,crossingover,1
3809,thecryoftheowl,0
3810,dancesubaru,1
3811,thedancerandthethief,0
3812,david'sbirthday,1
3813,daybreakers,0
3814,deadhookerinatrunk,1
3815,deadlikemelifeafterdeath,1
3816,deadsnow,0
3817,deadline,1
3818,dearlemonlima,1
3819,defendor,0
3820,thedescentpart2,1
3821,desertflower,1
3822,thedisappearanceofalicecreed,0
3823,district9,0
3824,docomecoaofim,0
3825,dogtooth,1
3826,domzly,0
3827,doriangray,0
3828,thedoublehour,1
3829,dragmetohell,1
3830,drool,1
3831,duplicity,0
3832,echelonconspiracy,0
3833,elninopez,1
3834,eltraspatio(backyard),1
3835,elsewhere,1
3836,enterthevoid,0
3837,evangelion2.0youcan(not)advance,1
3838,everybody'sfine,0
3839,exam,1
3840,exit117,0
3841,eyeswideopen,0
3842,fantasticmr.fox,0
3843,fast&furious,0
3844,fatalrescue,0
3845,thefinaldestination,1
3846,findingbliss,1
3847,firedup!,0
3848,fishtank,1
3849,thefourthkind,1
3850,frequentlyaskedquestionsabouttimetravel,0
3851,fridaythe13th,0
3852,fruitfly,1
3853,funnypeople,0
3854,futuramaintothewildgreenyonder,1
3855,g-force,0
3856,g.i.joetheriseofcobra,0
3857,gamer,0
3858,georgiao'keeffe,1
3859,getlow,0
3860,ghosted,1
3861,thegirl(flickan),1
3862,thegirlonthetrain,1
3863,thegirlwhokickedthehornets'nest,1
3864,thegirlwhoplayedwithfire,1
3865,thegirlwiththedragontattoo,1
3866,thegirlfriendexperience,1
3867,gogetsomerosemary,0
3868,thegoodguy,1
3869,thegoodwitch'sgarden,1
3870,thegreatest,1
3871,greygardens,1
3872,hachiadog'stale,0
3873,thehangover,0
3874,hannahfree,1
3875,hannahmontanathemovie,0
3876,harrybrown,0
3877,harrypotterandthehalf-bloodprince,1
3878,he'sjustnotthatintoyou,1
3879,headhunter,0
3880,heartless,0
3881,helen,1
3882,hideaway(lerefuge),1
3883,thehole,1
3884,thehorde,0
3885,thehouseofthedevil,1
3886,huamulan,1
3887,thehumancentipede(firstsequence),1
3888,humpday,0
3889,icandobadallbymyself,0
3890,icomewiththerain,0
3891,iloveyouphillipmorris,0
3892,iloveyouman,0
3893,iceagedawnofthedinosaurs,0
3894,ilrichiamo,1
3895,theimaginariumofdoctorparnassus,0
3896,intheelectricmist,0
3897,intheloop,1
3898,infestation,1
3899,theinformant!,0
3900,inglouriousbasterds,1
3901,ink,1
3902,theinventionoflying,0
3903,invictus,0
3904,it'scomplicated,1
3905,j'aituémamère,0
3906,jaffa,1
3907,jennifer'sbody,1
3908,thejoneses,1
3909,ju-onblackghost,1
3910,ju-onwhiteghost,1
3911,julie&julia,1
3912,kaijitheultimategambler,0
3913,killerbeanforever,0
3914,knowing,0
3915,landofthelost,0
3916,thelasthouseontheleft,1
3917,lastoftheliving,0
3918,thelaststation,1
3919,lasttrainhome,1
3920,lawabidingcitizen,1
3921,lehérisson,1
3922,lebanon,0
3923,lesbianvampirekillers,1
3924,lifeduringwartime,1
3925,thelimitsofcontrol,0
3926,littlegirl,1
3927,londonriver,1
3928,lookingforeric,0
3929,losviajesdelviento,0
3930,lostpersonsarea,0
3931,lourdes,1
3932,lovehappens,1
3933,lovetakeswing,1
3934,thelovelybones,1
3935,madeagoestojail,0
3936,madeo,1
3937,themaid,1
3938,themaidenheist,0
3939,maketheyuletidegay,1
3940,mapofthesoundsoftokyo,0
3941,maryandmax,0
3942,megasharkvsgiantoctopus,0
3943,themenwhostareatgoats,0
3944,themessenger,0
3945,micmacs(micmacsàtire-larigot),1
3946,themilkofsorrow,1
3947,modernfamily,1
3948,monstersvsaliens,1
3949,moon,0
3950,motherandchild,1
3951,mr.nobody,0
3952,mutants,1
3953,mybloodyvalentine3d,0
3954,mylastfivegirlfriends,1
3955,myqueenkaro,1
3956,mysister'skeeper,1
3957,mysonmysonwhathaveyedone,0
3958,mysteryteam,0
3959,nastyoldpeople,1
3960,nataleabeverlyhills,0
3961,newmoon,1
3962,ngaichaidorching,0
3963,nightatthemuseumbattleofthesmithsonian,0
3964,nine,0
3965,ninjaassassin,0
3966,notsinceyou,0
3967,nothingpersonal,1
3968,nowhereboy,1
3969,olddogs,1
3970,ondine,1
3971,onehotsummer,0
3972,opiegetslaid,1
3973,orphan,1
3974,oss117lostinrio,0
3975,oursummerintehran,1
3976,paa,0
3977,pandorum,0
3978,paperheart,1
3979,paulblartmallcop,0
3980,perrier'sbounty,0
3981,planet51,0
3982,policeadjective,0
3983,polytechnique,1
3984,popejoan,1
3985,preciousbasedonthenovelpushbysapphire,1
3986,theprincessandthefrog,1
3987,princessprotectionprogram,1
3988,theprivatelivesofpippalee,1
3989,professorlaytonandtheeternaldiva,1
3990,theproposal,0
3991,publicenemies,0
3992,push,1
3993,queentoplay,1
3994,redridingintheyearofourlord1974,0
3995,redline,1
3996,reservoirhill,1
3997,reykjavikwhalewatchingmassacre,1
3998,theroad,0
3999,robogeisha,1
4000,scheherazadetellmeastory,1
4001,thescoutingbookforboys,0
4002,thesecretintheireyes,0
4003,thesecretofkells,0
4004,seriousmoonlight,0
4005,sheachinese,0
4006,sherlockholmes,0
4007,theskeptic,0
4008,theslammin'salmon,1
4009,thesoloist,0
4010,solomonkane,1
4011,sororityrow,1
4012,soulkitchen,0
4013,splice,1
4014,springbreakdown,1
4015,startrek,1
4016,stateofplay,1
4017,stillwaiting,1
4018,storm,1
4019,suck,0
4020,summerwars,1
4021,surrogates,0
4022,survivalofthedead,0
4023,survivingevil,1
4024,thetakingofpelham123,0
4025,takingwoodstock,0
4026,talesfromthecatholicchurchofelvis!,1
4027,technotise-editija,1
4028,terminatorsalvation,0
4029,thickasthieves,0
4030,thirst(bakjwi),1
4031,thetimetraveler'swife,1
4032,timer,0
4033,tinkerbellandthelosttreasure,1
4034,tournament,0
4035,transformersrevengeofthefallen,1
4036,triangle,1
4037,tsar,0
4038,theuglytruth,0
4039,theunborn,1
4040,uncertainty,1
4041,undertow,1
4042,underworldriseofthelycans,0
4043,theuninvited,1
4044,theunloved,1
4045,up,0
4046,upintheair,0
4047,valhallarising,0
4048,vampiregirlversusfrankensteingirl,1
4049,veronikadecidestodie,1
4050,villaamalia,1
4051,vision-ausdemlebenderhildegardvonbingen,1
4052,watchmen,1
4053,what'syourraashee?,0
4054,whateverworks,1
4055,wherethewildthingsare,0
4056,whipit,1
4057,whitematerial,1
4058,whiteout,1
4059,wildaboutharry,1
4060,thewildhunt,0
4061,wonderwoman,1
4062,thewronghouse,1
4063,x-menoriginswolverine,1
4064,xxxholicshunmuki-kouhen,1
4065,xxxholicshunmuki-zenpen,1
4066,yearofthecarnivore,1
4067,yearone,1
4068,yesterdaywasalie,1
4069,theyoungvictoria,1
4070,youthinrevolt,0
4071,zombieland,1
4072,[rec]2,0
4073,10000bc,0
4074,21,1
4075,27dresses,1
4076,35shotsofrum,1
4077,awednesday,0
4078,aanrijdinginmoscou,1
4079,adulthood,0
4080,ainomukidashi,1
4081,allaboutwomen,1
4082,thealphabetkiller,1
4083,americanviolet,1
4084,angusthongsandperfectsnogging,1
4085,appaloosa,0
4086,ashesoftimeredux,0
4087,australia,0
4088,thebaadermeinhofcomplex,1
4089,babymama,1
4090,thebankjob,1
4091,barbieandthediamondcastle,1
4092,bekindrewind,0
4093,thebeachesofagnes,1
4094,bedtimestories,1
4095,bitheway,1
4096,bienvenuechezlesch'tis,0
4097,birdemic,1
4098,birdsofamerica,1
4099,bleachfadetoblackicallyourname,1
4100,blindloves,0
4101,blindness,1
4102,bolt,1
4103,bonnie&clydevs.dracula,1
4104,bottleshock,0
4105,theboyinthestripedpajamas,1
4106,bridesheadrevisited,0
4107,bronson,0
4108,thebrothersbloom,1
4109,burnafterreading,0
4110,theburningplain,1
4111,camino,1
4112,camprock,1
4113,casidivas,1
4114,changeling,1
4115,thechaser,0
4116,chepartone,0
4117,chibi(redcliff),0
4118,thechroniclesofnarniaprincecaspian,1
4119,ciao,0
4120,cityofember,1
4121,cj7(changjiang7hao),0
4122,clashofthesantas,1
4123,cloverfield,1
4124,cocochanel,1
4125,thecuriouscaseofbenjaminbutton,1
4126,damnbastard!,0
4127,danceofthedead,0
4128,dante01,1
4129,thedarkknight,1
4130,dayofthedead,1
4131,thedaytheearthstoodstill,1
4132,deadat17,1
4133,deadspacedownfall,0
4134,deadgirl,0
4135,deathrace,0
4136,deception,0
4137,defiance,1
4138,definitelymaybe,1
4139,diaryofanymphomaniac,1
4140,diewelle,1
4141,dimsumfuneral,1
4142,disfigured,1
4143,doomsday,1
4144,doubt,1
4145,dr.horrible'ssing-alongblog,0
4146,theduchess,1
4147,eagleeye,0
4148,easyvirtue,1
4149,theedgeoflove,1
4150,elregalo,0
4151,etzlimon,1
4152,everlastingmoments,1
4153,examinedlife,1
4154,theeye,1
4155,thefamilythatpreys,1
4156,fanboys,0
4157,fashion,1
4158,fireproof,0
4159,flashofgenius,0
4160,flymetothemoon,0
4161,theforbiddenkingdom,0
4162,forgettingsarahmarshall,1
4163,fourchristmases,1
4164,franklyn,0
4165,frenchfilm,1
4166,frost/nixon,0
4167,frozenriver,1
4168,futuramabender'sgame,0
4169,futuramathebeastwithabillionbacks,0
4170,gakenouenoponyo,1
4171,thegamersdorknessrising,1
4172,getsmart,0
4173,ghostintheshell2.0,1
4174,ghosttown,0
4175,god'sforgottentown,1
4176,gomorra,0
4177,goodbyesolo,0
4178,grantorino,0
4179,grizzlypark,1
4180,hamlet2,1
4181,hancock,0
4182,happy-go-lucky,1
4183,helen,1
4184,hellboyiithegoldenarmy,0
4185,herb&dorothy,1
4186,highschoolmusical3senioryear,1
4187,hortonhearsawho!,0
4188,thehousebunny,1
4189,hunger,0
4190,thehurtlocker,0
4191,ican'tthinkstraight,1
4192,isellthedead,0
4193,i'velovedyousolong,1
4194,icarlyigotojapan,1
4195,igor,0
4196,inbruges,0
4197,theincrediblehulk,0
4198,indianajonesandthekingdomofthecrystalskull,0
4199,inkheart,1
4200,ironman,0
4201,journeytothecenteroftheearth,0
4202,jumper,0
4203,kataudemashingaru,1
4204,keith,1
4205,kenna,1
4206,killshot,0
4207,kungfupanda,1
4208,låtdenrättekommain(lettherightonein),0
4209,labellepersonne,1
4210,lamujersincabeza,1
4211,lakemungo,0
4212,lakeviewterrace,1
4213,lastchanceharvey,1
4214,lion'sden,1
4215,lorna'ssilence,1
4216,thelossofateardropdiamond,1
4217,theloveguru,0
4218,theluckyones,1
4219,madmoney,1
4220,madeofhonor,0
4221,mammamia!,1
4222,management,0
4223,mannensomelsketyngve,0
4224,marley&me,0
4225,martyrs,1
4226,maxpayne,1
4227,meetdave,0
4228,meetthespartans,0
4229,merlin,1
4230,mesrinekillerinstinct,0
4231,miaomiao,1
4232,mid-augustlunch,1
4233,milk,0
4234,miracleatst.anna,0
4235,mirrors,0
4236,misspettigrewlivesforaday,1
4237,themummytombofthedragonemperor,1
4238,themutantchronicles,0
4239,myonlysunshine,1
4240,myprisonyard,1
4241,neverbackdown,0
4242,nickandnorah'sinfiniteplaylist,1
4243,nim'sisland,1
4244,theno.1ladies'detectiveagency,1
4245,nothingbutthetruth,1
4246,okuribito(departures),1
4247,olderthanamerica,1
4248,onemillionyengirl,1
4249,theotherboleyngirl,1
4250,outpost,0
4251,overherdeadbody,1
4252,overcome,0
4253,paris36,0
4254,passengers,1
4255,patrikage1.5,0
4256,phoebeinwonderland,1
4257,picturethis,0
4258,pineappleexpress,0
4259,piratesiistagnetti'srevenge,1
4260,pontypool,0
4261,possession,1
4262,prettyuglypeople,1
4263,princessamodernfairtyale,1
4264,promnight,1
4265,quantumofsolace,0
4266,quarantine,1
4267,rachelgettingmarried,1
4268,rain,1
4269,rambo,0
4270,thereader,0
4271,repo!thegeneticopera,1
4272,residentevildegeneration,1
4273,revanche,0
4274,revolutionaryroad,1
4275,rocknrolla,0
4276,rolemodels,0
4277,roughaunties,1
4278,theruins,1
4279,séraphine,1
4280,sauna,0
4281,sawv,1
4282,thesecretlifeofbees,1
4283,thesecretofmoonacre,1
4284,sevenpounds,1
4285,seventhmoon,0
4286,sexandthecity,1
4287,thesisterhoodofthetravelingpants2,1
4288,sitasingstheblues,0
4289,skin,1
4290,theskycrawlers,1
4291,sleepdealer,0
4292,slumdogmillionaire,0
4293,soloquierocaminar,1
4294,somerstown,0
4295,sparrow,0
4296,speedracer,1
4297,thespiderwickchronicles,0
4298,thespirit,0
4299,starwarstheclonewars,0
4300,stargatecontinuum,0
4301,stargatethearkoftruth,1
4302,starshiptroopers3marauder,1
4303,stepbrothers,0
4304,stepup2thestreets,1
4305,strangewilderness,0
4306,thestrangers,1
4307,sunshinecleaning,1
4308,superheromovie,1
4309,sut,0
4310,synecdochenewyork,1
4311,tôkyôsonata(tokyosonata),0
4312,taken,1
4313,thetaleofdespereaux,1
4314,tbs,0
4315,thelittlemermaidariel'sbeginning,1
4316,threekingdomsresurrectionofthedragon,0
4317,threewisemen,0
4318,tinkerbell,1
4319,transporter3,0
4320,transsiberian,1
4321,treelessmountain,1
4322,tropicthunder,0
4323,twilight,1
4324,valamiamerika2,0
4325,valkyrie,0
4326,vantagepoint,1
4327,venkovskyucitel,0
4328,vickycristinabarcelona,1
4329,wall-e,0
4330,waltzwithbashir,0
4331,wanted,0
4332,welcomehomeroscoejenkins,1
4333,wendyandlucy,1
4334,weretheworldmine,1
4335,whatdoesn'tkillyou,0
4336,whathappensinvegas,1
4337,whileshewasout,1
4338,wildchild,1
4339,thewomen,1
4340,theworldisbigandsalvationlurksaroundthecorner,0
4341,thewrestler,0
4342,thex-filesiwanttobelieve,1
4343,yesman,0
4344,yipman,0
4345,youdon’tmesswiththezohan,0
4346,zombiestrippers!,1
4347,"""mastersofhorror""dreamcruise",0
4348,"""mastersofhorror""righttodie",0
4349,"""mastersofhorror""theblackcat",0
4350,"""mastersofhorror""thewashingtonians",1
4351,"""mastersofhorror""weallscreamforicecream",1
4352,"""thebackyardigans""internationalsuperspy",0
4353,1408,1
4354,2daysinparis,1
4355,28weekslater,1
4356,30daysofnight,0
4357,310toyuma,0
4358,4months3weeksand2days,1
4359,5centimeterspersecond,0
4360,88minutes,0
4361,99francs,0
4362,aperfectstranger,1
4363,acrosstheuniverse,1
4364,aftersex,1
4365,theairibreathe,1
4366,aliensvs.predatorrequiem,1
4367,americangangster,0
4368,americanpiepresentsbetahouse,0
4369,americanzombie,1
4370,appleseedsagaexmachina,1
4371,arranged,1
4372,theassassinationofjessejamesbythecowardrobertford,0
4373,atonement,1
4374,aufderanderenseite,1
4375,augustrush,1
4376,awake,1
4377,thebabysitters,1
4378,thebadmother'shandbook,1
4379,balletshoes,1
4380,theband'svisit,0
4381,barbieastheislandprincess,1
4382,barbiefairytopiamagicoftherainbow,1
4383,beaufort,0
4384,becauseisaidso,1
4385,becomingjane,1
4386,beemovie,0
4387,beforethedevilknowsyou'redead,0
4388,beowulf,1
4389,bhoolbhulaiyaa,0
4390,blackwater,1
4391,bladesofglory,1
4392,bleachmovie2thediamonddustrebellion,0
4393,thebourneultimatum,0
4394,bratz,1
4395,bratzfashionpixiez,1
4396,thebraveone,1
4397,breach,0
4398,breakfastwithscot,0
4399,bridgetoterabithia,1
4400,bringitoninittowinit,1
4401,brooklynrules,1
4402,thebrotherssolomon,0
4403,thebucketlist,0
4404,cafecomleite,0
4405,caramel,0
4406,chakde!india,1
4407,charliebartlett,0
4408,charliewilson'swar,1
4409,chilloutscoobydoo,1
4410,christmasishereagain,1
4411,cleaner,0
4412,cocalero,1
4413,thecondemned,0
4414,control,0
4415,crashing,0
4416,cutlass,1
4417,daninreallife,1
4418,thedarjeelinglimited,0
4419,darkmirror,1
4420,davidlynchcooksquinoa,0
4421,daysandclouds,1
4422,deadsilence,0
4423,deathatafuneral,1
4424,deathdefyingacts,1
4425,deathproof,1
4426,dialogueavecmonjardinier,0
4427,diaryofthedead,1
4428,disturbia,1
4429,thedivingbellandthebutterfly,0
4430,eaglevsshark,1
4431,easternpromises,1
4432,ekusute(extehairextensions),1
4433,elizabeththegoldenage,1
4434,enchanted,1
4435,ensemblec'esttout,1
4436,epicmovie,1
4437,estômago,0
4438,evangelion1.0youare(not)alone,1
4439,evening,1
4440,exdrummer,0
4441,fantasticfourriseofthesilversurfer,1
4442,farnorth,1
4443,fatlikeme,1
4444,fermat'sroom,0
4445,flatlandthemovie,0
4446,flightofthelivingdead,1
4447,fracture,0
4448,fredclaus,0
4449,freerainer,0
4450,freedomwriters,0
4451,futuramabender'sbigscore,0
4452,ghostrider,0
4453,thegoldencompass,1
4454,gone,1
4455,gonebabygone,1
4456,gracie,1
4457,grandpaforchristmas,1
4458,händewegvonmississippi,1
4459,ha-sodot(thesecrets),1
4460,hairspray,1
4461,halloween,1
4462,hannibalrising,0
4463,harrypotterandtheorderofthephoenix,1
4464,theheartbreakkid,0
4465,highschoolmusical2(tvmovie),1
4466,hitman,0
4467,hostelpartii,1
4468,hotfuzz,0
4469,hotrod,0
4470,howaboutyou,1
4471,hungrybitches,1
4472,iamlegend,1
4473,icouldneverbeyourwoman,1
4474,iknowwhokilledme,1
4475,i'mnotthere.,0
4476,ifihadknowniwasagenius,0
4477,import/export,1
4478,imprint,1
4479,inthearmsofmyenemy,0
4480,inside,1
4481,intothewild,0
4482,irinapalm,1
4483,it'safreeworld...,1
4484,ittybittytittycommittee,1
4485,thejaneaustenbookclub,1
4486,juno,1
4487,kingofcalifornia,0
4488,thekingofkongafistfulofquarters,0
4489,thekiterunner,0
4490,knockedup,1
4491,lareinesoleil,1
4492,latorredesuso,0
4493,lavieenrose,1
4494,larsandtherealgirl,1
4495,las13rosas,1
4496,thelastmimzy,1
4497,lesdeuxmondes,0
4498,thelifebeforehereyes,1
4499,lionsforlambs,0
4500,livefreeordiehard,0
4501,thelookout,1
4502,lovesongs,1
4503,luckyblue,0
4504,lustcaution,1
4505,lynch,0
4506,themanfromearth,0
4507,themanfromlondon,1
4508,margotatthewedding,1
4509,mataharis,1
4510,meduzot,1
4511,meettherobinsons,0
4512,themessengers,1
4513,michaelclayton,0
4514,themist,1
4515,mr.bean'sholiday,0
4516,mr.magorium'swonderemporium,0
4517,musicandlyrics,1
4518,myblueberrynights,1
4519,naissancedespieuvres,1
4520,nancydrew,1
4521,thenannydiaries,1
4522,nationaltreasurebookofsecrets,1
4523,negativehappychainsawedge,0
4524,next,0
4525,ninasmal,1
4526,nocountryforoldmen,1
4527,noreservations,1
4528,norbit,0
4529,northangerabbey,1
4530,numb,0
4531,thenumber23,0
4532,ocean'sthirteen,0
4533,theorphanage,1
4534,outatthewedding,1
4535,outlaw,0
4536,p.s.iloveyou,1
4537,p2,1
4538,paranormalactivity,1
4539,persepolis,1
4540,piratesofthecaribbeanatworld'send,1
4541,planetterror,1
4542,pokémontheriseofdarkrai,1
4543,premonition,1
4544,racingdaylight,1
4545,rainshadow,0
4546,ratatouille,0
4547,thereaping,1
